name,finding_id
Reported suprapubic abdominal pain,recbEnD9JcSxS6kjA
Reported left lower quadrant abdominal pain,reckbGIMWTbh4YgMC
Reported left upper quadrant abdominal pain,recltMi4jMy6Y6Pnx
Reported generalized pruritus,recmiCnMKmZqJRgnD
Reported skin flushing,reco0rNWxFY0h5my1
Reported right upper quadrant abdominal pain,recpSOy0paH7IdPHZ
Reported anovulation,recrXD6O58esGFjET
Reported angina pectoris,recHNz8FWl1EiYMkw
Reported diffuse abdominal pain,recINLPFyo8wWSJf8
Reported chronic cough,recKiwnNxWyQf0mGP
Reported epigastric abdominal pain,recRO7XkL24mpA7u8
Reported vaginitis,recRSSQrIEl2EWGLX
Reported poorly localized abdominal pain,recXS029GGsLhS9YT
Reported chronic lower abdominal pain,rec6oLpKqsEh8Wsjf
Reported acute cough,recOQW5pMK76ehTYB
Reported acute watery diarrhea,rec8GEASv4B7gDnm5
Reported scrotal pain,rec3e5gVFdAsRmDgV
Reported enhanced physiologic tremor,recizXOY8qisbaqVw
Reported dysphagia to solids and liquids,rec2FUpjytODZcYhl
Reported food regurgitation,recZKYcLvC9P4LMmF
Acquagenic prurirutus,rec94JFwgZIjRqodj
Reported hyperemesis,rec4v0qS5BeJc4awi
Reported hump back,recumjnos8kHwbdCd
Not reported vaginal discharge,recigh4vkdZCXAm1a
Reported genital wart,rectQXsAcuXBJnIBG
Reported intermittent diarrhea,rec0Qn8tWdCYMwEFH
Reported inflammatory back pain,rec6iurKtlJNHybaq
Reported alternating buttock pain,rec1vkK296zH2Ng7V
Reported heel pain,rec9srm0I6wKSIg0f
Reported migratory polyarthralgias,recuHPtWGlnIsdAi6
Reported dry eyes,recQWKD5kyQNUNtqx
Reported numbness of limb,recLm0KnLvkvzskzf
Reported hip stiffness,recItn6a4gjyiAkBw
Reported morning stiffness,rec1ptq8iQHf3cNu6
Reported testicular pain,rec8HSbvTogh0WTeV
Reported shoulder stiffness,rec2vxc5IUKADiY3a
Reported brown sputum,recIqHN0imAtaod98
Reported painful eye,recoMmbarQPzY06n0
Absent diplopia,rec1wEl2w573Odf6s
Reported disinhibition,recqHMGxOSXJyqJna
Reported hyperorality,recreps7lYEIIGmcv
Reported loss of empathy,recWRRWc43kEAu0i5
Reported executive dysfunction,recPAzsXmKn8jFx37
Increased serum total bilirubin,recUAzoV1fCurX1Jm
Increased serum brain natriuretic peptide (>= 250),reczSv0t6lwdUie3b
Increased serum brain natriuretic peptide (>= 100),recbCZAagyM562Fsb
Increased serum brain natriuretic peptide (>= 50),recDWwRB4mv60dNUI
Decreased serum brain natriuretic peptide (< 50),rec5CRMVBeTNgN97H
Increased pleural fluid cholesterol (> 55 mg/dL),rec4krkUTnSYocEqf
Increased pleural fluid lactate dehydrogenase (> 200 u/L),recr9cuLM6ZMUCOpq
Increased pleural cholesterol to serum cholesterol ratio (> 0.3),recHPJKqOScx0rpjY
Increased pleural lactate dehydrogenase to serum lactate dehydrogenase ratio (> 0.6),recD08qO1nWn6ICxp
Increased pleural protein to serum protein (> 0.5),recO8mWVBILdj7I1J
Increased pleural fluid lactate dehydrogenase (> 2/3 upper limit of normal),recjWa6yoLE1CElis
Increased pleural fluid protein (> 3 g/dL),recAQoRWbhtLSoVEM
Decreased serum-pleural albumin gradient (< 1.2 mg/dL),recpKXxTx6PTVYLqF
Increased serum beta-hCG (>= 1000 miu/mL),rec3JcdyKmDbIv16e
Decreased serum beta-hCG (< 1000 miu/mL),recIaza8dib6s54yG
Increased serum serum blood urea nitrogen to serum creatinine (> 30),reckMSovqE8QLecdn
Normal serum D-dimer,recrite1AJeJhCgMB
Positive leukocyte esterase or nitrites,recRO8j15CZf8RTLb
Increased serum beta transferrin,recxLUNwmIBRzLgzJ
Increased urine ketones,recxCImRPTwu5MxPx
Decreased serum urea,recyeXnUnjVUx1AZs
Decreased serum lactate dehydrogenase,recyhH0A8ByafebIF
Increased synovial fluid lactate dehydrogenase,reczU1N2fXrSuQYVY
Increased serum tricyclic antidepressant levels,recz4Aa01soRKgOJr
Positive urine dipstick blood,recz5PTLQLzTE07Da
Increased blood platelet count,reczw0xfDCtrfUZUx
Increased cerebrospinal fluid glutamine,recAa9dtTNJkkckUf
Increased serum arterial ammonia,recAfKK28HYZsLHVj
Increased serum lactate,recAQtwRUbpPMHdwJ
"Increased serum total bilirubin, aspartate aminotransferase, or alkaline phosphatase",recAYirEo8xMmjrF2
Increased serum ferritin,recCrrR6Suk6S4N0l
Increased TREM-1,recDZLTnbhX1F0RKL
Increased aspartate aminotransferase to alanine aminotransferase ratio (> 1),recDFT0pBaqYgncUh
Increased serum cancer antigen 15-3,recEc5o1C86Fdfsxr
Increased urine urine trypsinogen-2,recEN6UjkIFcYMul1
Urine fluorescence,recFcwBrek6LWelfS
Increased serum procalcitonin,recFIJkzRcF8S6r4u
Increased urine pancreatic amylase,recFOFkTh3NypaJsx
Increased serum partial thromboplastin time,recFRsaSxgRcUI7xT
Increased serum late-night plasma cortisol (> 1.8 mcg/dL),recFhyCNk3FVn0HbI
Increased urine urine sodium to chloride,recGHs6m1Vae0k8h9
Increased serum serum-ascites albumin gradient,recGDF23e0FKklRKD
Increased serum beta-human chorionic gonadotropin,rec7Pe0BVDjSxxqU2
Aspergillus antibodies,rec7o6uOzYhoJKHz7
Increased serum neuron-specific enolase,rec8FmcYPDD8Fy3vZ
Increased cerebrospinal fluid 14-3-3 proteins,rec9fVKkQbLkIAYNE
Positive urine home pregnancy test,recacDaZ1ai6riPrc
Increased serum venous ammonia,reca3fFdEVGsh7tyP
Increased serum homocysteine,recainvNfWI7gYqS0
Increased serum alpha-fetoprotein,recatlCWekIurRcpU
Increased saliva late-night salivary cortisol (> 7.5 mcg/dL),recaxuriKkH8fIQs0
Increased serum blood urea nitrogen to creatinine,recb0Y96PLTmEspJc
Reported fractional excretion of urea ratio,recbFAnTNWjSWBmLQ
Increased serum glucose 1h post OGTT,reccT77AhIBtHF8YO
Decreased serum total copper,reccXwVa9UAGF9nbv
Increased serum prostate-specific antigen,recclmWrRgJXQpUEs
Increased vaginal fluid alpha-fetoprotein,reccqaibS49koKEci
Increased serum angiotensin converting enzyme activity (> 54 nmol/mL/min),reccrnoAI7GPz1TTq
Decreased ascites fluid pH,reccto2fLIXTVhaC5
Decreased serum fibrinogen,recctE80oPzulKsRK
Increased vaginal fluid pH,recdQyFc49haBE0yF
Decreased serum folate,recd63959be8i599d
Abnormal serum liver function tests,recdpx4xCqvEKkgpi
Increased urine fractionated metanephrines,receoSw15PJy7P08m
Decreased serum transferrin saturation,recf2tZphcZTY2oWO
Increased serum base deficit,recfopQo5gefNjWdW
Increased urine copper (> 1.6 micromol/24 hours),recfENd8xAp0ea5kz
Increased vanillylmandelic acid to creatinine ratio,recgLCzY7JL6o6Z7i
Increased serum gamma-glutamyltransferase,rechvefPKi1dboVBf
Bence-Jones protein,recibMuigcad5h151
Decreased serum inhibin,recj7AxMrP4qmQzp8
Increased serum C-reactive protein,recjLGfGCeJCd75oh
Decreased serum potassium,recjMMAkV3RZZi415
Increased serum osmolal gap,recj6Oz9a7iWCogjx
"Increased urine urine vanillylmandelic acid, homovanillic acid, or dopamine",reckKz98EH2ckp0jc
Increased serum troponin I,reckPAoZ6Z1cLoIQZ
Increased serum carcinoembryonic antigen,reckR3J5uVGlrqApJ
Increased urine catecholamines,reck5LzVDe8aHmBmY
Decreased serum pseudocholinesterase activity,reckEkFV5OFZvvGO0
Decreased serum vitamin B12,reclsBEOuJuxAcAhF
Increased serum serial C-reactive protein and IL-8,reclBAw6UsLpJm31a
Increased serum aspartate aminotransferase (> 100),recnb0tMX28n0K8gf
Increased serum hemoglobin A1C,recnj7PT7mNq2FWom
Increased serum calcium,recoMt2YdjwqyKfJV
 serum soluble transferrin receptor,recp7Sgw73OMi7AOx
Positive urine spot albumin,recpQUdixj5bVMTNJ
Increased urine free cortisol,recpqSpPxfa6bpzmq
Positive urine dipstick protein,recqRHQygdTq1LFJf
Decreased serum glycosylated ferritin fraction (< 25%),recrftz4AatjkC8Ef
Increased serum pro-brain natriuretic peptide,recsc9hqoYutqbYDk
Increased plasma catecholamines,recskldTGUBQXjrMv
Decreased serum albumin,recswmijHdUg6rEYe
Decreased serum ferritin,rectR0NXyqWk7kaMo
Increased serum erythrocyte sedimentation rate,rectjvE0P9KpBIHXx
Increased serum triglycerides,rectjO25zI0Z7qyg8
Decreased serum chloride,recu9EBFv0KL1wQZl
Abnormal serum protein electrophoresis,recuLuHSQxuNg8het
Increased serum amylase,recuUfY3HJ5mV3YKC
Monoclonal protein,recu39FZbQYyoN3f1
Increased urine urine beta-hCG,recunGZFg5dSwm2Ew
Increased serum serial tryptase,recuqE62pt4BW9iwN
Increased urine anion gap,recuDwU5UmPjNUCTu
Decreased serum apolipoprotein A,recv3HwO8C3zTrAyd
Increased serum fasting serum gastrin,recwHlvcfi1fHHjx8
Increased serum fasting plasma glucose,recwrqXjKuHSKrt7p
Increased serum bile acids,recwr8XvpmqaiX6Ih
Increased urine total metanephrines,recHHn2w6FCxDy7Zr
Increased serum creatine kinase-MB,recH0Fzvbkgbq8VKF
Decreased serum alpha-1 antitrypsin,recH4GxGVKEs79Mxt
Increased serum immunoreactive trypsinogen,recHkdmfEMBFSKPfI
Decreased serum prealbumin,recHGMTN0fi1i6pdz
Positive urine dipstick leukocyte esterase,recJg24rzINS6iH7m
Increased urine sodium,recJ5KSfB9tjmUM9Y
Increased urine urine albumin to creatinine,recJjtkf5FmIutxym
Decreased blood red blood cell folate,recKFgi6hTnrbnqIx
Increased serum prolactin,recLl8UXGgcwFJPwh
Increased serum urine creatinine to serum creatinine,recLw2oh1hPf64fv1
Increased urine urine metanephrine and catecholamines,recMRjalwtDkY84wN
Increased serum myoglobin,recMV0r08NEFTNoqJ
Increased lipase to amylase ratio,recM1Pvgr40cOVMxc
Increased serum methylmalonic acid or homocysteine,recMjxLEzuZUeR9wF
Increased gradient of blood pH to ascites pH gradient,recNfnTU2XlGhz5uO
Increased I/T ratio,recNI26wvBQm34wbS
Increased serum aldosterone,recNKf6Vdcs7VBXW8
Increased cerebrospinal fluid leukocytes,recNLpdiMdZhpA3KI
Increased aldosterone to renin ratio (> 13.1 ng/mL/h),recNOi66DnBAeYlFa
Decreased serum unbound iron binding capacity (< 28 mcg/dL),recP7STWfqkvt7LqH
Decreased serum immunoglobulins,recPPuYNAqtaFAB3d
Increased serum uric acid,recPRjPoBDtrZzu89
Increased stool fecal calprotectin,recPjMTCQtwHkQNbB
Increased vaginal fluid fetal fibronectin,recPlmamIGDjDNk7t
Increased gradient of alveolar oxygen to arterial oxygen partial pressure,recPxiqagIbkQDF2v
Increased vaginal fluid pH (> 4.5),recQOyytPZtXjsCVp
Increased urine protein,recQRaGZU1OZITWjX
Increased cerebrospinal fluid lactate,recQyUei7sI9vtsWy
Increased serum alkaline phosphatase,recRInMKl1LeC1AgA
Increased serum prothrombin time,recRNXiSLAeiUEswx
Increased serum transferrin saturation,recROTfoaswL9f28T
Increased serum carbohydrate-deficient transferrin,recR0f8GYHDhEhcMJ
Positive dopamine to creatinine ratio,recRkLTqrtAgCSYMO
Monoclonal protein,recRnANpKR1N70mAD
Positive serum serotonin release assay,recSaq23gvCymwJGF
Positive serum trichomonas vaginalis NAT,recSSsBtaIiVnqHwM
Positive blood platelet aggregation test,recSCFLUuVTfiWllS
Decreased urine urine sodium to potassium,recTBPlj1AZurUzdG
Increased urine urine dopamine,recTCmgmlF2GcQAiO
Increased serum free T3,recTDfkA2p2XoyBr2
Decreased serum plasma renin activity,recUK1czpiKEzKhRc
Decreased serum morning serum cortisol (< 140 nmol/L or < 5 mcg/dL),recUYla3erPhFeSF7
Increased serum lipase,recUoT1hqzUqaM18K
Decreased plasma bicarbonate (< 15 meq/L),recVaCVqIAGMhk5VZ
Positive stool occult blood,recVUmbcd2hrvlLyr
Increased serum methylmalonic acid,recVk2PFi5SEi0BiK
Increased blood red cell protoporphyrin,recWLzIGme7KmOysv
Increased serum triglyceride to high-density lipoprotein,recWqQ0G6Tq4I4Ewg
Increased plasma free metanephrines,recWGO68zHWJp2xWe
Increased urine vanillylmandelic acid,recXdF6eP6OKKNZji
Positive serum anti-parietal cell antibody,recX4cQ3SG7ZdyPcc
Increased serum serial C-reactive protein,recXr3IWeJSdPy1Hi
Increased serum D-dimer,recXs64fX9G3SD04z
Increased serum tryptase,recYHpdmXdwn9Wrcd
Increased serum follicle-stimulating hormone (> 20-24 mIU/mL),recZqQbFU9Xs8tOCZ
Decreased synovial fluid glucose,recZBx8uuGuJBVBut
Increased clearance of sodium to clearance of creatinine ratio,recZGrt0g2ubuHlML
Increased serum anion gap (> 16 meq/L),rec1LIXInd86jbpg7
Increased serum monoclonal light chains,rec1pEekTaSWeqMuS
 urine urine homovanillic acid,rec1v7dog2U5UnkEb
Increased serum albumin-corrected anion gap,rec3Zd5y1s5SyLjtA
Increased synovial fluid protein,rec3EeqzvWR05svEn
Increased serum cancer antigen 19-9,rec4JCtolv5DuRYYC
Increased serum alanine aminotransferase,rec4iQTIIEEqlkXR3
Increased serum transaminases,rec4CI3wQHDowfini
Abnormal serum oral glucose tolerance test,rec5PsD5gaN00lVSR
Increased urine microalbumin to creatinine,rec5P3QZQHpq21LlJ
Increased serum free T4,rec5RcSEPkAMSFps9
Abnormal serum thyroid-stimulating hormone,rec5i8h8nrvS1xh6o
Increased serum fasting insulin,rec66tb0QYyH7ebtU
Increased serum cancer antigen 50,rec6hnu7d8RMym0Eh
Increased serum neuropeptide y,recDAlFo417IGti0r
Decreased serum alpha-1 antitrypsin activity,recjC7MJIadesmXUb
Decreased serum ceruloplasmin (< 20 mg/dL),reckbmCE0ZmN5h3jc
Increased serum chromogranin A,recp7zXmLocVXkFGd
Decreased blood red cell distribution width,rectaWBpQ5XAy44tP
Increased urine urine 5-hydroxyindoleacetic acid,recWH95BeqebQUNis
Increased urine metanephrine and catecholamine,recWJHZrcK7uwrjqp
Increased serum erythrocyte sedimentation rate (>= 50 mm/h),recfG27sQfXeBH0nP
Increased serum total cholesterol,recZS5QxVppUcX7P1
Decreased serum base deficit (< −6 meq/L),rec0IvGcEs6Gm8IyR
Increased serum aspartate aminotransferase (> 50),recwnAd2KUQEXqXuc
Increased serum lactate (> 20 mg/dL or > 2.2 mmol/L),recDDHJWUgGXmLuqj
Decreased ascites fluid pH (< 7.35),recCreO0SBjmOXFkN
Increased gradient of blood pH to ascites pH (>= 0.10),reccFGLDEcCgJsAQI
Increased serum erythrocyte sedimentation rate (> 70 mm/h),rec3AlROgu50EFRj8
Increased synovial fluid protein (> 3.0 g/dL),recO5uyApNATHw6Gk
Increased serum lactate dehydrogenase (> 250 U/L),recu9SSRxYlBlMYLP
Decreased cerebrospinal fluid glucose to serum glucose ratio (<= 0.4),reci1cOIb4TYyZ3wL
Increased serum lactate (> 27 mg/dL or > 3 mmol/L),recAk0xtvhFyBg6hN
Increased serum lactate (>= 31.5 mg/dL or >= 3.5 mmol/L),recIv1UVLxEC7Nabi
"Increased serum soluble IL-2 receptor (> 2,400 u/ml)",recINy873QR4Xn71w
"Increased serum soluble IL-2 receptor (> 10,000 u/ml)",recTdsiYTWLQetv4v
"Increased serum ferritin (> 10,000 mcg/L)",recqNMC0NvpgG49PR
Increased serum ferritin (> 500 mcg/L),recvfUS2ucTv12aVU
Increased serum creatine kinase (> 1000 units/L),recbEWZ4Un2Joec5t
Increased serum creatine kinase (> 500 units/L),rec14MIRmVyMPNDB8
Increased serum beta-hydroxybutyrate (> 1.5 mmol/L),recN7hDVBOKucEeVF
Increased serum total transferrin,rec95AwerQFO7DWNa
Decreased serum acid phosphatase,recC8bYhaPPee5d4O
Increased serum dehydroepiandrosterone sulphate,recxU9UDMh9bTSJ9u
Increased serum fibrinogen,recxxBdI5tV7tPBm7
Increased serum D-lactic acid,recy8UwaTI9N2S4Qr
Decreased serum pH,recyHP3kGN3U640eI
Decreased serum low density lipoprotein,recyM3kwRI5Fdz6fX
Increased urine oxalate,recyzvvUSomBJdDBV
Increased serum sex hormone binding globulin,recyFJfYD9qnzDwwZ
Decreased urine urine sodium,reczxd39GpA9Btzt5
Increased cerebrospinal fluid lymphocyte count,reczCShKbD2kUX5dE
Decreased serum renin,recAeX0icDvPDuOuP
Decreased serum phosphate,recAM6ZlZdW9k50iM
Increased serum renin,recAORy6lJjzajCSu
Decreased serum sex hormone binding globulin,recApewRZN8UAikLq
Increased serum troponin T,recAsmsIaUncyT6by
Increased urine calcium,recABCcsd1VMXhkX6
Increased serum pyruvic acid,recBo1mJzU5LkHLNz
"Increased serum alkaline phosphatase, bone isoenzyme",recBq3rS1xWLuBucN
"Increased serum alkaline phosphatase, placental isoenzyme",recByPPjNBDAzhyN0
Increased serum beta 2 microglobulin,recCHDOdCcAhfEMTw
Increased serum cortisol,recCQiHikVM0h4dFN
Decreased serum lactate dehydrogenase,recDrFc6t3GZCdJ6i
Increased serum immunoglobulin,recDz7IkcquRmbAdA
Increased serum urea,recE1JOxI2aNZQsQM
Decreased serum complement,recEqM0DKLy9Lbzvl
Oligoclonal bands,recFvTRLfUNak9URJ
Increased urine riboses,recGMc5ujIoUVBxOI
Increased serum high density lipoprotein,recG4bh5XDztLc4fy
Increased serum potassium,recGDz60M0Xr8AjP7
Decreased serum ferritin,rec7ccsqciXocdfaw
Increased urine pentoses,rec7RWE28DRyHB9V1
Increased serum ketones,rec83l5B8q5i81cJc
Increased serum creatine kinase,recaL0lulzCNnecVy
Increased urine organic acids,recaSK1ahdZagWkCM
Abnormal cerebrospinal fluid protein electrophoresis,recbKMGytW8aW1MSq
Increased urine keratan sulfate,recbFIImRUfJtLiWh
Paraprotein,recbGAhnOhFQtrd6k
Decreased serum creatinine,reccbLGSqiAlx9aNJ
"Increased serum alkaline phosphatase, liver isoenzyme",reccf35LOEnZzrI94
Urine reducing substances,reccV5XvMZJyXbOna
Increased urine urine urate,recdgzwDReFaJFpp5
Increased serum sodium,recdLvbiNYXaM1qOg
Increased serum cholesterol,recdExHOQo1n9Oih3
Increased serum aldolase,receS87av3h1pVaWC
Decreased serum complement C4,rece0Hgq6c1Fr5IX3
Increased serum chloride,recfeCDo5CphQG96Z
Decreased serum calcium,recfI3Ym7RL4oaskv
Increased serum intermediate density lipoprotein,recf1O7JirAjHhWwV
Increased serum very low density lipoprotein levels,recfCscetoEAqFNwa
Decreased serum high density lipoprotein,recgfoGToCVOCBaga
Increased cerebrospinal fluid red blood cells,recgOMEGsD6eIOuSD
Increased urine urine oligosaccharide,recgVoE16dg6lfTvP
Increased urine dermatan sulfate,recgnh0QJxPrHPPxg
Decreased serum luteinizing hormone,rechiUsDFiNLUiJKL
Increased serum human chorionic gonadotrophin,rechFUYON7VC9YwAS
Increased serum luteinizing hormone,recinmWiJdZPIJEtz
Increased urine urine indicans,reckSEUaiuVvlvouu
Increased serum carotene,recmQTbM8Nd3IlqZT
Increased urine myoglobin,recmRgze5QIZWVbc7
Increased serum insulin,recm2nYft6fK416Xm
Decreased serum uric acid,recndMBVdMRsAs8mC
Increased urine lactose,recnpzaATcKFCy4XQ
Decreased serum complement C3,recnsMxgf0zmi2qUT
Increased serum creatinine,recoaSroXsjVsA3Zh
Decreased serum carnitine,recpqUTMFuIeEx4YE
Decreased cerebrospinal fluid glucose,recrNUFlIWRYr7d52
Increased serum thyroxine-binding globulin,recrxXrCou1KZaLW2
Decreased serum testosterone,rectHPIhfybGD53GE
Increased serum glucose,recubtcmzxn4DnQfG
Decreased serum glucose,recuMaXlNUliIVcWe
Decreased urine calcium,recu1pS8jVmgjwwjf
Increased urine glucose,recvgwjC4pGzDXovn
Decreased serum transferrin,recvNPkHOR8wxsAFj
Increased serum low density lipoprotein,recvigiVBBrLw5j62
Increased serum acid phosphatase,recw7TY7TUZWfRNUG
Decreased serum intermediate density lipoprotein,recwaaKWNHnU3vt9x
Decreased blood ammonia,recwBPiVcKhtaPqCu
Increased urine mucopolysaccharides,recHaDHQmnVNVH319
Decreased serum sodium,recI9p85PnREHyVhi
Increased serum gastrin,recIfZabEJVFVxaEZ
Increased serum methionine,recIoPSui3nugQo2O
Increased serum magnesium,recJ8ZjiREhcrgnQ2
Increased urine uric acid,recKMdOGTuZL5X2bD
Increased serum bicarbonate,recKVARoldASANTVy
Increased serum protein in cerebrospinal fluid,recK4S8Q8PVmCgJ4z
Decreased serum proteins,recLapS0U07xJJLoy
Increased urine fructose,recLH0vf1CFSVKtZT
Decreased serum magnesium,recMV3xrCV6opcJM9
Decreased serum dehydroepiandrosterone sulphate,recMmc9J4aiEIySOA
Decreased serum alpha fetoprotein,recNKtKtokZXy3u5W
Increased plasma chylomicron,recNNJXZq5PNZ4SR0
Increased serum gamma-glutamyl transferase levels,recNCAI1ZBCOKenej
Decreased serum copper,recOd7zuNRCm8DsGe
Decreased serum total cholesterol,recPH1jUm89oJEjyJ
Increased serum PH and increased bicarbonate,recPKsP5dUoY11FzV
Decreased serum amylase,recQZsOizLwRGgupz
Increased serum viscosity,recQm8yBizvgNhc5Y
"Increased serum alkaline phosphatase, intestinal isoenzyme",recQnVgFtvgpGaFVV
Decreased serum pre-beta lipoproteins,recQr3lpRkp5sDLmN
Increased urine urine urobilinogen,recSL9UrqddG0Tlur
Decreased serum follicle stimulating hormone,recSSu9f08cmQ4c30
Decreased urine urine potassium,recSt7VLXTXTgq9K6
Metabolic acidosis,recSFpvOXLSCP8mSC
Decreased urine urine pH,recTt5jZhseucGz8s
Increased serum ceruloplasmin,recTEyxkyTGqp9Wqf
Decreased serum lipoprotein(a),recU5DpwnHdvoyaZA
Decreased urine urine uric acid,recWgl2nEYdjJY761
Increased serum osmolality,recW0yGahQXRrELur
Increased serum lipoprotein(a),recW0NxZYizkLdHWO
Increased serum parathyroid hormone,recXRcj7Ti5fvwYqi
Decreased serum thyroxine-binding globulin,recXCTIMRPeCo4ALQ
Increased urine urine potassium,recY2XChcKzWvieJh
Increased sweat sweat sodium levels,recYqugNgtn4g09Bl
Increased urine urine pH,recYsuOPtUHwsmScB
Decreased serum cortisol,recYz0NP4JMpW1jwt
Increased urine phosphate,recZPtNBM6O7nwYE1
Decreased urine urine urobilinogen,recZ5Sv7hwClsglBJ
Increased urine heparan sulfate,recZtpjLhALTlsITG
Increased serum testosterone,rec04p4xGdOBzGs8C
Decreased serum triglycerides,rec05c1TFPIlQCY7V
Increased urine urine sodium levels,rec06a8YJJdiKz1VU
Increased serum angiotensin converting enzyme,rec13bge5Wh7OKiWD
Decreased serum alkaline phosphatase,rec5KRHdfKz0Hfexd
Increased serum phosphate,rec5lpWuhPUSfXI0f
Increased urine aminoacids,rec6a0Wvcd6AbLGkq
Increased serum pH,rec6UYrM1IDjMvtGk
Decreased serum osmolarity,rec6WpL35oTVJs4Jd
Decreased maternal alpha-fetoprotein,recrRSln7mXJQcE2w
Decreased fractional excretion of sodium,recQHQu038riaQxWv
Decreased serum free T3,recD3L02toPXWO977
Decreased serum free T4,recwJTTPNlfVwpDvW
Respiratory alkalosis,recfijr3XdKYtodA9
Alkalosis,reclv7Mzp3TlG6sAQ
Decreased serum anion gap,recpms8bLqp3pYAmq
Increased serum anion gap,recqEf6XxiDNHVOkI
Thrombocytopenia,recrJWKEsQXPwMdSt
 transaminitis,recu64RpIsIfgVaok
Iron deficiency,recK02lnwSlfF8rPZ
Increased serum aspartate aminotransferase (> 1000),recHG1RviDzJ8fdBT
Decreased serum erythropoietin,rechsrJVrVqwS6dTW
Increased urine hemoglobin,recuZEVoJBzJ7iuAN
Positive anti-GBM antibodies,recch2g8D2qoJkaGF
Absent urine protein,recNu5V5zQxP9Z5nA
